Date,Symbol,Close,Yearhigh,Market cap,Market cap category,Industry,Sector,Weekly return,Current vol multiple of yearly avg
2026-09-08 15:29,PKTEA,972.75,972.75,298.1796,smallcap,tea,fmcg,21.1923,61.4658
2026-09-08 15:29,PODDARMENT,311.45,311.45,294.7989,smallcap,dyes and pigments,chemicals,21.1396,49.9417
2026-09-08 15:29,CORDSCABLE,372.75,372.75,405.092,smallcap,cables - power,industrials,17.5868,29.7113
2026-09-08 15:29,MIDHANI,477,477,7866.4066,midcap,steel - medium / small,aerospace & defence,13.8969,29.2988
2026-09-08 15:29,ANUHPHR,95.53,95.53,904.9225,smallcap,pharmaceuticals - indian - bulk drugs,healthcare,17.7928,27.0994
2026-09-08 15:29,WHEELS,2106.3999,2106.3999,4288.9709,smallcap,auto ancillaries,auto,22.1172,26.9023
2026-09-08 15:29,JAYAGROGN,249.04,249.04,684.99,smallcap,chemicals,chemicals,7.9965,23.2678
2026-09-08 15:29,RAYMOND,857.8,857.8,5142.155,midcap,transport - airlines,transportation,15.7859,20.4112
2026-09-08 15:29,ANTELOPUS,1099.15,1099.15,3464.5471,smallcap,oil drilling / allied services,energy,14.8357,19.7463
2026-09-08 15:29,NOVARTIND,1822,1822,4048.3031,smallcap,pharmaceuticals - multinational,healthcare,10.6455,16.9525
2026-09-08 15:29,TNPETRO,139.18,139.18,1185.1942,smallcap,petrochemicals,energy,4.8832,14.5708
2026-09-08 15:29,JOCIL,164.29,164.69,141.4945,smallcap,chemicals,chemicals,6.4744,14.5399
2026-09-08 15:29,SUBEXLTD,19.23,19.23,940.7929,smallcap,computers - software - medium / small,i.t,11.2847,13.0766
2026-09-08 15:29,VENUSPIPES,1949.9,1949.9,3740.0865,smallcap,steel - medium / small,metals & mining,19.5524,12.1463
2026-09-08 15:29,MMP,478.5,478.5,841.8801,smallcap,aluminium and aluminium products,metals & mining,18.3966,11.4457
2026-09-08 15:29,BODALCHEM,184.05,184.05,2155.9105,smallcap,dyes and pigments,chemicals,18.2689,9.7739
2026-09-08 15:29,BAIDFIN,12.05,12.47,176.5184,smallcap,finance & investments,financials,19.0711,8.6295
2026-09-08 15:29,NRAIL,644.35,644.35,1004.0418,smallcap,paper,building materials,10.3339,8.0757
2026-09-08 15:29,UNIMECH,1629.6,1629.6,7606.664,midcap,engineering,aerospace & defence,8.4448,8.0267
2026-09-08 15:29,TEXINFRA,120.03,120.03,1519.6895,smallcap,construction,realty,4.3558,7.6177
2026-09-08 15:29,PRABHA,253.55,253.55,3567.4351,smallcap,oil drilling / allied services,energy,9.9523,6.784
2026-09-08 15:29,MANALIPETC,90.08,90.08,1481.9454,smallcap,petrochemicals,energy,3.8266,6.1241
2026-09-08 15:29,ASIANENE,553.55,553.55,2488.865,smallcap,oil drilling / allied services,energy,6.9765,5.4686
2026-09-08 15:29,SAKAR,1157.85,1157.85,2467.96,smallcap,pharmaceuticals - indian - bulk drugs & formln,healthcare,14.1976,5.067
2026-09-08 15:29,KABRAEXTRU,656.45,656.45,2219.0264,smallcap,engineering,industrials,13.3471,4.9868
2026-09-08 15:29,MARALOVER,65.83,65.83,266.7304,smallcap,textiles - cotton/blended,textiles,6.4694,4.8836
2026-09-08 15:29,CYIENTDLM,976.25,976.25,6869.4397,midcap,electronics - components,aerospace & defence,13.9215,4.8413
2026-09-08 15:29,CONSOFINVT,317.45,317.45,978.5191,smallcap,finance & investments,financials,10.111,4.8291
2026-09-08 15:29,SHANTIGEAR,704,704,4909.8146,smallcap,engineering,industrials,13.2288,4.5875
2026-09-08 15:29,ASIANHOTNR,405.75,405.75,1631.3605,smallcap,hotels,services,5.4581,4.4083
2026-09-08 15:29,SYNCOMF,20.97,21.39,1905.38,smallcap,pharmaceuticals - indian - bulk drugs & formln,healthcare,1.895,4.3501
2026-09-08 15:29,PPLPHARMA,226.62,226.62,29244.393,largecap,pharmaceuticals - indian - bulk drugs & formln,healthcare,5.7884,4.2406
2026-09-08 15:29,EDELWEISS,138.8,138.8,12562.3681,midcap,finance & investments,financials,1.9988,4.1822
2026-09-08 15:29,FCL,58.44,58.44,6598.0621,midcap,chemicals,chemicals,13.4537,4.1221
2026-09-08 15:29,IVC,10.02,10.28,322.8257,smallcap,finance & investments,financials,-2.1484,3.9763
2026-09-08 15:29,BEPL,133.84,133.84,3156.5207,smallcap,petrochemicals,energy,4.9725,3.9433
2026-09-08 15:29,RML,1390,1390,3836.5874,smallcap,auto ancillaries,auto,7.2614,3.9426
2026-09-08 15:29,IGPL,584.55,584.55,1720.8162,smallcap,chemicals,chemicals,3.0226,3.6029
2026-09-08 15:29,GLOBAL,126.62,126.62,611.5815,smallcap,miscellaneous,services,5.1225,3.3464
2026-09-08 15:29,DATAPATTNS,4932.2998,4932.2998,25701.1205,largecap,electronics - components,aerospace & defence,7.5747,3.3013
2026-09-08 15:29,SOLARA,701.8,701.8,3362.9883,smallcap,pharmaceuticals - indian - bulk drugs & formln,healthcare,9.8021,3.2523
