Date,Symbol,Market cap,Category,Sector,Industry,% change,Volume
2026-09-08 15:29,GVT&D,111820.6428,largecap,industrials,electric equipment,8.7653,4274212
2026-09-08 15:29,LAURUSLABS,101388.6392,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,3.7406,2115447
2026-09-08 15:29,MEESHO,96920.1377,largecap,transportation,miscellaneous,0.3614,18323130
2026-09-08 15:29,AUROPHARMA,95512.7306,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,1.9277,1055813
2026-09-08 15:29,OIL,79215.7994,largecap,energy,oil drilling / allied services,1.7248,2619912
2026-09-08 15:29,IDFCFIRSTB,74465.7762,largecap,bank,banks - private sector,0.0694,11728338
2026-09-08 15:29,NAVINFLUOR,44128.3486,largecap,chemicals,chemicals,1.482,118511
2026-09-08 15:29,HFCL,37195.1705,largecap,telecom,cables - telephone,3.1892,15866254
2026-09-08 15:29,KIRLOSENG,31617.2302,largecap,industrials,engines,4.5062,516056
2026-09-08 15:29,PPLPHARMA,29244.393,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,3.1685,21040344
2026-09-08 15:29,DATAPATTNS,25701.1205,largecap,aerospace & defence,electronics - components,7.4388,2894206
2026-09-08 15:29,JYOTICNC,23211.9383,largecap,industrials,engineering,1.6215,1316914
2026-09-08 15:29,GRANULES,21491.427,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,3.2342,2111998
2026-09-08 15:29,CHENNPETRO,21297.3084,largecap,energy,refineries,1.9298,1138754
2026-09-08 15:29,PARADEEP,16401.019,midcap,chemicals,fertilizers,1.1457,8713293
2026-09-08 15:29,CLEANMAX,16180.6913,midcap,power & utilities,power generation and supply,1.3619,90317
2026-09-08 15:29,LTFOODS,15589.9209,midcap,fmcg,food - processing - indian,1.4033,1285427
2026-09-08 15:29,ARVIND,15356.6936,midcap,textiles,textiles - cotton/blended,2.9849,1015936
2026-09-08 15:29,JUBLPHARMA,15136.4866,midcap,healthcare,pharmaceuticals - indian - bulk drugs,4.9932,1366696
2026-09-08 15:29,PARAS,12002.6769,midcap,aerospace & defence,engineering,0.9803,2631639
2026-09-08 15:29,MIDHANI,7866.4066,midcap,aerospace & defence,steel - medium / small,13.5985,36384306
2026-09-08 15:29,UNIMECH,7606.664,midcap,aerospace & defence,engineering,8.9523,939028
2026-09-08 15:29,EBGNG,7058.453,midcap,services,trading,7.4382,1683816
2026-09-08 15:29,HCC,6166.2278,midcap,realty,construction,1.3594,35951505
2026-09-08 15:29,RENUKA,5353.1518,midcap,fmcg,sugar,0.159,20638935
2026-09-08 15:29,AGI,4740.0536,smallcap,industrials,packaging,6.9815,359947
2026-09-08 15:29,NOVARTIND,4048.3031,smallcap,healthcare,pharmaceuticals - multinational,11.1247,551700
2026-09-08 15:29,SPECTRUM,3907.7177,smallcap,industrials,electric equipment,4.9984,12874
2026-09-08 15:29,PREMEXPLN,3565.7113,smallcap,aerospace & defence,chemicals,2.1787,317368
2026-09-08 15:29,JASH,3230.147,smallcap,industrials,engineering,1.4771,195333
2026-09-08 15:29,INDSWFTLAB,3206.2726,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,5.316,2095086
2026-09-08 15:29,XPROINDIA,3196.6673,smallcap,industrials,packaging,2.0338,161994
2026-09-08 15:29,BEPL,3156.5207,smallcap,energy,petrochemicals,5.5188,5773995
2026-09-08 15:29,UTKARSHBNK,2674.6241,smallcap,bank,banks - private sector,4.3912,102828979
2026-09-08 15:29,PARACABLES,2146.8083,smallcap,industrials,cables - power,5.2431,4828599
2026-09-08 15:29,BCG,1941.818,smallcap,i.t,computers - software - medium / small,9.8753,67429127
2026-09-08 15:29,ALLCARGO,1897.6853,smallcap,transportation,miscellaneous,2.7624,25792094
2026-09-08 15:29,WENDT,1668,smallcap,industrials,abrasives and grinding wheels,0.9472,9265
2026-09-08 15:29,QUADFUTURE,1662.6,smallcap,industrials,cables - power,6.0989,1096145
2026-09-08 15:29,GARUDA,1662.0046,smallcap,realty,engineering - turnkey services,2.7879,12283756
2026-09-08 15:29,IKIO,1568.6437,smallcap,consumer discretionary,electric equipment,8.252,2263360
2026-09-08 15:29,TTKHLTCARE,1541.7606,smallcap,miscellaneous,diversified - medium / small,9.1559,215583
2026-09-08 15:29,STEELXIND,1432.4072,smallcap,metals & mining,steel - medium / small,2.6714,12644699
2026-09-08 15:29,AGL,1334.6181,smallcap,transportation,miscellaneous,17.9676,54467549
2026-09-08 15:29,BAJAJHCARE,1106.8283,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,2.4027,196328
2026-09-08 15:29,GAYAPROJ,1029.8152,smallcap,realty,construction,4.8693,2694235
2026-09-08 15:29,RSWM,1025.3566,smallcap,textiles,textiles - cotton/blended,3.6795,109970
2026-09-08 15:29,RAJOOENG,967.7054,smallcap,industrials,engineering,-0.8493,403364
2026-09-08 15:29,CHEMCON,731.0023,smallcap,chemicals,chemicals,4.996,88574
2026-09-08 15:29,JAYAGROGN,684.99,smallcap,chemicals,chemicals,9.0702,266571
2026-09-08 15:29,PPL,645.9151,smallcap,plastic products,plastics products,1.4812,23357
2026-09-08 15:29,SHIVAUM,617.0501,smallcap,metals & mining,trading,1.6531,14907
2026-09-08 15:29,RAMANEWS,481.5119,smallcap,miscellaneous,miscellaneous,3.3701,151147
2026-09-08 15:29,UNIDT,473.5501,smallcap,industrials,engineering,0.3944,36771
2026-09-08 15:29,ACSTECH,377.8759,smallcap,i.t,computers - software - medium / small,4.9982,653499
2026-09-08 15:29,GOACARBON,350.0735,smallcap,energy,petrochemicals,0.9672,28685
2026-09-08 15:29,RUCHIRA,321.9677,smallcap,building materials,paper,3.9766,233548
2026-09-08 15:29,SONAMLTD,276.7412,smallcap,consumer discretionary,miscellaneous,4.8749,239293
2026-09-08 15:29,RCOM,235.0703,smallcap,telecom-service,telecommunications - service provider,4.7059,4449294
2026-09-08 15:29,RVTH,220.0532,smallcap,industrials,engineering,4.8711,5687
2026-09-08 15:29,ARVEE,180.6509,smallcap,chemicals,chemicals,18.1846,59140
2026-09-08 15:29,AARTECH,157.3587,smallcap,industrials,electric equipment,3.7351,111245
2026-09-08 15:29,MITCON,140.3576,smallcap,miscellaneous,miscellaneous,0.1986,7581
2026-09-08 15:29,KREBSBIO,120.7177,smallcap,healthcare,pharmaceuticals - indian - bulk drugs,1.3217,3193
2026-09-08 15:29,LOYALTEX,104.671,smallcap,textiles,textiles - composite,3.7134,2534
2026-09-08 15:29,DIGJAMLMTD,99.88,smallcap,textiles,textiles - products,3.6844,20727
2026-09-08 15:29,SELMC,88.9004,smallcap,textiles,textiles - cotton/blended,7.3798,148529
2026-09-08 15:29,ATLASCYCLE,61.4548,smallcap,consumer discretionary,cycles and accessories,19.6211,1077562
2026-09-08 15:29,MALUPAPER,56.4149,smallcap,building materials,paper,4.5963,95722
2026-09-08 15:29,ASHOKAMET,35.7443,smallcap,metals & mining,trading,0.979,61968
2026-09-08 15:29,INFOMEDIA,27.2554,smallcap,miscellaneous,printing & stationery,1.8416,36530
2026-09-08 15:29,HEADSUP,15.502,smallcap,consumer discretionary,trading,0.2849,10080
2026-09-08 15:29,ORTINGLOBE,12.5549,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,3.1736,57526
