date,time,group,current price,market cap,category,sector,industry,% change,volume
2026-09-04,15:29,LAOPALA,173.9,1930.29,smallcap,building materials,glass & glass products,1.3699,75699
2026-09-04,15:29,LAXMICOT,13.73,23.5438,smallcap,textiles,textiles - cotton/blended,8.0252,72640
2026-09-04,15:29,LLOYDSENT,74.23,11331.5951,midcap,services,trading,3.1402,3684805
2026-09-04,15:29,MADRASFERT,65.12,1049.0917,smallcap,chemicals,fertilizers,-0.0153,26810
2026-09-04,15:29,MASFIN,295,5352.8746,midcap,financials,finance & investments,0.7858,69659
2026-09-04,15:29,MASKINVEST,148.64,45.3575,smallcap,financials,finance & investments,3.5458,22
2026-09-04,15:29,MGL,1096.6,10831.9711,midcap,energy,miscellaneous,2.832,288338
2026-09-04,15:29,MONEYBOXX,58.8,410.4781,smallcap,financials,finance & investments,2.7613,92042
2026-09-04,15:29,MONIFTY100,25.32,17.7858,smallcap,indices,indices,0.5959,23737
2026-09-04,15:29,MTEDUCARE,1.77,12.7844,smallcap,services,miscellaneous,4.7337,30604
2026-09-04,15:29,MTNL,26.55,1672.65,smallcap,telecom,telecommunications - service provider,0.492,518060
2026-09-04,15:29,NAGREEKEXP,24.1,75.3107,smallcap,textiles,textiles - cotton/blended,13.1455,411783
2026-09-04,15:29,NBCC,86.6,23382,largecap,miscellaneous,miscellaneous,0.1156,2548390
2026-09-04,15:29,NDTV,74.27,837.9492,smallcap,media,entertainment / electronic media software,5.109,236637
2026-09-04,15:29,NETWORK18,28.38,4376.1961,smallcap,media,entertainment / electronic media software,3.0127,3493333
2026-09-04,15:29,NIPPOBATRY,331.75,248.8125,smallcap,industrials,dry cells,2.392,2225
2026-09-04,15:29,NTPC,332.5,322414.149,largecap,power & utilities,power generation and supply,0.4835,7032282
2026-09-04,15:29,OMINFRAL,84.43,813.0931,smallcap,realty,engineering - turnkey services,2.1166,68243
2026-09-04,15:29,ORIENTCEM,129.68,2664.4036,smallcap,building materials,cement - south india,0.934,118199
2026-09-04,15:29,OSWALPUMPS,279.2,3183.0167,smallcap,industrials,pumps,-0.1252,858028
2026-09-04,15:29,PFC,355.6,117351.6186,largecap,financials,finance - term-lending institutions,2.9233,19206290
2026-09-04,15:29,PILITA,8.02,188.47,smallcap,plastic products,plastics products,0.8805,40149
2026-09-04,15:29,POWERICA,525.05,6644.6063,midcap,industrials,electric equipment,2.3589,291923
2026-09-04,15:29,PPL,262,626.6609,smallcap,plastic products,plastics products,1.7871,23505
2026-09-04,15:29,PRIMO,21.27,515.464,smallcap,chemicals,chlor alkali / soda ash,2.853,157678
2026-09-04,15:29,PSB,23.23,16483.0445,midcap,bank,banks - public sector,0.7809,1431638
2026-09-04,15:29,QUICKHEAL,140.94,764.7193,smallcap,i.t,computers - software - medium / small,2.7709,56701
2026-09-04,15:29,RAJOOENG,51.59,921.7858,smallcap,industrials,engineering,4.9858,412844
2026-09-04,15:29,RAYMONDREL,529.15,3522.749,smallcap,realty,construction,-1.4159,936640
2026-09-04,15:29,RCOM,0.81,224.0082,smallcap,telecom-service,telecommunications - service provider,2.5316,3829914
2026-09-04,15:29,RELTD,161.37,3203.9917,smallcap,industrials,electric equipment,1.3949,124230
2026-09-04,15:29,RICOAUTO,130.46,1764.9281,smallcap,auto,auto ancillaries,3.1386,1119592
2026-09-04,15:29,RITES,215.8,10371.4294,midcap,miscellaneous,miscellaneous,0.9449,278299
2026-09-04,15:29,RKSWAMY,94.25,475.748,smallcap,media,miscellaneous,2.4457,16462
2026-09-04,15:29,ROTO,65.03,1225.4621,smallcap,industrials,pumps,1.9918,233711
2026-09-04,15:29,RSSOFTWARE,30.61,79.0693,smallcap,i.t,computers - software - medium / small,2.3404,50380
2026-09-04,15:29,RUBFILA,70.69,383.6172,smallcap,fmcg,miscellaneous,6.4288,76949
2026-09-04,15:29,SAGARDEEP,23.62,40.2896,smallcap,metals & mining,mining / minerals / metals,-0.5892,5256
2026-09-04,15:29,SAKUMA,1.62,253.9704,smallcap,services,trading,2.5316,721220
2026-09-04,15:29,SAMHI,153.99,3420.6528,smallcap,services,hotels,0.9175,397845
2026-09-04,15:29,SANATHAN,456.2,3850.5132,smallcap,textiles,textiles - cotton/blended,5.3458,330832
2026-09-04,15:29,SAREGAMA,492.75,9500.6876,midcap,media,entertainment / electronic media software,-0.1823,353123
2026-09-04,15:29,SBILIFE,1775,178075.1948,largecap,financials,finance & investments,3.4985,1720166
2026-09-04,15:29,SHRENIK,0.29,17.748,smallcap,building materials,trading,0,346855
2026-09-04,15:29,SINTERCOM,80.8,222.4248,smallcap,auto,auto ancillaries,1.4948,10325
2026-09-04,15:29,SJVN,65.23,25634.0539,largecap,power & utilities,power generation and supply,0.3847,1260938
2026-09-04,15:29,SMLT,65.59,89.7911,smallcap,metals & mining,steel - medium / small,1.5482,7074
2026-09-04,15:29,SPCENET,3.41,193.5979,smallcap,services,trading,5.2469,1308892
2026-09-04,15:29,STARCEMENT,190.19,7687.1074,midcap,building materials,cement - north india,3.1008,192236
2026-09-04,15:29,STCINDIA,115.28,691.68,smallcap,services,trading,0.5495,60350
2026-09-04,15:29,SUNTV,470.9,18557.4448,midcap,media,entertainment / electronic media software,1.0732,846938
2026-09-04,15:29,SUVIDHAA,2.42,50.7732,smallcap,i.t,miscellaneous,17.4757,651333
2026-09-04,15:29,TATVA,1678.5,3926.3564,smallcap,chemicals,chemicals,5.156,85803
2026-09-04,15:29,TECHNOE,979.5,11391.5433,midcap,realty,engineering - turnkey services,0.6008,82871
2026-09-04,15:29,THACKER,1050,114.2105,smallcap,miscellaneous,diversified - medium / small,4.7904,38
2026-09-04,15:29,TMPV,311.5,114712.4574,largecap,auto,automobiles - passenger cars,-0.1603,4010174
2026-09-04,15:29,TOUCHWOOD,62.81,69.6013,smallcap,media,miscellaneous,6.098,1237
2026-09-04,15:29,TREEHOUSE,6.29,26.6134,smallcap,services,miscellaneous,1.1254,26470
2026-09-04,15:29,TRITURBINE,577.3,18352.0771,midcap,industrials,electric equipment,0.9795,254725
2026-09-04,15:29,UNITECH,4.08,1067.4508,smallcap,realty,construction,9.973,14406516
2026-09-04,15:29,VARDHACRLC,43.59,350.3056,smallcap,textiles,textiles - manmade,0.7395,13445
2026-09-04,15:29,VIKRAN,60.77,1567.3253,smallcap,realty,transmisson line towers / equipment,5.3571,1930821
2026-09-04,15:29,VIVIDHA,0.52,15.2204,smallcap,services,trading,4,80310
2026-09-04,15:29,WIPL,167.99,142.5788,smallcap,building materials,miscellaneous,1.4371,16
2026-09-04,15:29,YESBANK,22.5,70620.215,largecap,bank,banks - private sector,-0.1775,31739702
2026-09-07,15:29,ABFRL,53.21,6465.1908,midcap,consumer discretionary,textiles - products,0.4531,10440736
2026-09-07,15:29,AHLWEST,530,618.5045,smallcap,services,hotels,-0.1601,10
2026-09-07,15:29,AMAGI,575.15,12186.3727,midcap,i.t,computers - software - medium / small,2.1037,399014
2026-09-07,15:29,APLLTD,799.55,15886.2317,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,-1.0703,171275
2026-09-07,15:29,APOLLOHOSP,8760,124373.7283,largecap,healthcare,healthcare,1.2717,303793
2026-09-07,15:29,ARKADE,124.82,2324.8798,smallcap,realty,construction,-0.3194,121170
2026-09-07,15:29,ATAM,54.27,60.7424,smallcap,industrials,engineering,2.4155,17563
2026-09-07,15:29,BAJAJHFL,84.04,69225.036,largecap,financials,finance - housing,1.1555,3878435
2026-09-07,15:29,BAYERCROP,3987.3999,17931.4453,midcap,chemicals,pesticides / agrochemicals - multinational,-0.0627,7323
2026-09-07,15:29,BBOX,774.25,12649.5034,midcap,i.t,computers - software - medium / small,8.7048,1254584
2026-09-07,15:29,BHARATSE,227.65,1329.4132,smallcap,auto,auto ancillaries,7.5393,737108
2026-09-07,15:29,BHARTIHEXA,1528.7,74770,largecap,telecom-service,telecommunications - service provider,2.2268,83814
2026-09-07,15:29,COMPUSOFT,13.16,103.021,smallcap,i.t,computers - education,1.0753,32153
2026-09-07,15:29,DBEIL,7.5,299.5149,smallcap,realty,construction,16.6407,3371577
2026-09-07,15:29,DCXINDIA,173.67,1880.537,smallcap,aerospace & defence,electronics - components,2.8668,1095598
2026-09-07,15:29,DPWIRES,155.98,239.6679,smallcap,metals & mining,steel - medium / small,0.8796,5544
2026-09-07,15:29,DSSL,1040.4,1341.3419,smallcap,i.t,computers - software - medium / small,-1.206,51125
2026-09-07,15:29,EASEMYTRIP,6.01,2390.7911,smallcap,i.t,travel agencies,0.1667,7840157
2026-09-07,15:29,ENRIN,3121.8999,110956.4657,largecap,power & utilities,power generation and supply,0.199,441448
2026-09-07,15:29,GOLDTECH,47.93,245.8397,smallcap,i.t,computers - software - medium / small,1.892,16616
2026-09-07,15:29,GOODLUCK,479.75,4715.5473,smallcap,metals & mining,steel - medium / small,1.4485,644419
2026-09-07,15:29,GRANDOAK,35.86,1807.7903,smallcap,financials,finance & investments,2.9277,1194
2026-09-07,15:29,GRAVITA,1676.9,12264.0122,midcap,metals & mining,mining / minerals / metals,0.9208,120216
2026-09-07,15:29,GREENPOWER,9.23,1088.5734,smallcap,power & utilities,power generation and supply,-0.5388,1873150
2026-09-07,15:29,GTLINFRA,1.2,1485.857,smallcap,telecom,transmisson line towers / equipment,3.4483,69809746
2026-09-07,15:29,HYBRIDFIN,17.19,49.0703,smallcap,financials,finance & investments,3.1194,10009
2026-09-07,15:29,IBULLSLTD,25.7,5979.9384,midcap,miscellaneous,diversified - medium / small,0.1169,8153717
2026-09-07,15:29,INNOVANA,301.65,630.5432,smallcap,i.t,computers - software - medium / small,-1.1632,822
2026-09-07,15:29,ISHANCH,44.3,120.9312,smallcap,chemicals,dyes and pigments,0.0226,22763
2026-09-07,15:29,JAGRAN,61.81,1327.2558,smallcap,media,entertainment / electronic media software,1.3611,252138
2026-09-07,15:29,JAINREC,281.35,9591.6602,midcap,metals & mining,mining / minerals / metals,1.2232,1350135
2026-09-07,15:29,JPPOWER,16.79,11164.2844,midcap,power & utilities,power generation and supply,3.0694,91476432
2026-09-07,15:29,KANSAINER,194.28,15705.235,midcap,building materials,paints / varnishes,0.0412,142743
2026-09-07,15:29,KAUSHALYA,874.9,29.436,smallcap,services,hotels,2.9294,50
2026-09-07,15:29,KESORAMIND,11.11,338.6234,smallcap,miscellaneous,miscellaneous,1.9266,293437
2026-09-07,15:29,KRITI,62.47,324.6074,smallcap,plastic products,plastics products,1.4123,17485
2026-09-07,15:29,MFML,18.62,19.7431,smallcap,textiles,textiles - products,0.1614,3340
2026-09-07,15:29,MITTAL,0.92,35.52,smallcap,textiles,trading,15,11585530
2026-09-07,15:29,MOBIKWIK,194.24,1512.8858,smallcap,i.t,miscellaneous,1.1035,796100
2026-09-07,15:29,MODINATUR,344.8,453.6816,smallcap,fmcg,solvent extraction,1.1292,4172
2026-09-07,15:29,MODIS,383.05,746.1309,smallcap,realty,construction,0.5777,26315
2026-09-07,15:29,MUFTI,74,491.9598,smallcap,consumer discretionary,trading,-1.635,62838
2026-09-07,15:29,MUKANDLTD,136.9,1942.5983,smallcap,metals & mining,steel - medium / small,1.8298,94829
2026-09-07,15:29,NKIND,57.21,34.3165,smallcap,fmcg,solvent extraction,0.1926,1387
2026-09-07,15:29,PASHUPATI,81.34,1293.341,smallcap,textiles,textiles - cotton/blended,-0.7323,587440
2026-09-07,15:29,PFS,27.39,1730.3113,smallcap,financials,finance & investments,1.6704,499077
2026-09-07,15:29,PIONEEREMB,21.74,65.8218,smallcap,textiles,textiles - products,1.779,6135
2026-09-07,15:29,RAMASTEEL,4.1,657.6885,smallcap,metals & mining,steel - medium / small,1.99,1943527
2026-09-07,15:29,RECLTD,316.4,83920.8489,largecap,financials,finance - term-lending institutions,-0.7217,3769684
2026-09-07,15:29,RELINFRA,58.16,2330.0151,smallcap,realty,engineering - turnkey services,1.9993,79789
2026-09-07,15:29,RMC,233.31,247.0118,smallcap,industrials,electric equipment,-0.0985,68499
2026-09-07,15:29,ROHLTD,303.9,818.7798,smallcap,services,hotels,1.792,30726
2026-09-07,15:29,ROML,43.01,67.1525,smallcap,fmcg,solvent extraction,2.4048,4076
2026-09-07,15:29,RVHL,40.2,244.3218,smallcap,realty,construction,0.9036,13726
2026-09-07,15:29,SALZERELEC,551.1,972.0201,smallcap,industrials,electric equipment,0.2547,28522
2026-09-07,15:29,SEYAIND,12.41,32.5489,smallcap,chemicals,chemicals,1.3061,7414
2026-09-07,15:29,SIGNPOST,269.5,1305.5162,smallcap,miscellaneous,miscellaneous,10.3378,3876593
2026-09-07,15:29,STYLAMIND,3370.7,5740.9858,midcap,building materials,miscellaneous,-0.493,48594
2026-09-07,15:29,SUKHJITS,160.55,493.2178,smallcap,fmcg,miscellaneous,1.704,27049
2026-09-07,15:29,TNTELE,8.97,40.5647,smallcap,industrials,cables - telephone,1.0135,18897
2026-09-07,15:29,TORNTPHARM,4914,184744.6677,largecap,healthcare,pharmaceuticals - indian - formulations,1.1736,229459
2026-09-07,15:29,TVSHLTD,13748,27058.4159,largecap,financials,finance & investments,2.7965,26789
2026-09-07,15:29,UTIAMC,889.95,11317.2986,midcap,financials,finance & investments,1.0675,64072
2026-09-07,15:29,V2RETAIL,222.42,7894.403,midcap,consumer discretionary,textiles - products,2.7344,3160103
2026-09-07,15:29,VESUVIUS,419.55,8507.1019,midcap,building materials,refractories / intermediates,0.0954,70358
2026-09-07,15:29,WALCHANNAG,223.36,1415.2532,smallcap,industrials,engineering,7.0706,2190611
2026-09-07,15:29,WEALTH,839.25,896.8314,smallcap,financials,finance & investments,-0.2911,1513
2026-09-07,15:29,WEWORK,675.35,9243.2769,midcap,co-working,miscellaneous,1.2595,160167
2026-09-07,15:29,ZSARACOM,11706,1238.6178,smallcap,financials,finance & investments,3.5746,54
2026-09-08,15:29,ADANIENT,2953.1001,399348.167,largecap,services,trading,0.1051,971374
2026-09-08,15:29,AFFORDABLE,164.23,189.6532,smallcap,industrials,engineering,2.6245,38881
2026-09-08,15:29,AHLADA,36.3,47.5493,smallcap,metals & mining,steel - medium / small,-1.3587,14208
2026-09-08,15:29,ASHAPURMIN,549.35,5140.737,midcap,metals & mining,mining / minerals / metals,2.0812,373033
2026-09-08,15:29,ASTEC,662.8,1230.7916,smallcap,chemicals,pesticides / agrochemicals - indian,19.9964,1270916
2026-09-08,15:29,ATLASCYCLE,113.03,61.4548,smallcap,consumer discretionary,cycles and accessories,19.6211,1077562
2026-09-08,15:29,AUTOIND,87.03,384.4658,smallcap,auto,auto ancillaries,2.7145,227265
2026-09-08,15:29,AVANTEL,156.44,4164.7519,smallcap,aerospace & defence,telecommunications - equipment,-0.1914,942769
2026-09-08,15:29,AVANTIFEED,837.15,10716.4,midcap,fmcg,food - processing - indian,6.4332,1080144
2026-09-08,15:29,AVROIND,8.58,114.0457,smallcap,plastic products,plastics products,0.9412,820338
2026-09-08,15:29,BANDHANBNK,171.58,26534.4547,largecap,bank,banks - private sector,4.1773,20828794
2026-09-08,15:29,BCPL,71.04,114.373,smallcap,realty,engineering - turnkey services,3.8748,72707
2026-09-08,15:29,BHAGYANGR,392.05,1250.7568,smallcap,power & utilities,power generation and supply,4.9946,194589
2026-09-08,15:29,BLUEJET,581.5,10770.7338,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,2.1879,529236
2026-09-08,15:29,BOHRAIND,13,26.4864,smallcap,chemicals,fertilizers,3.9169,17513
2026-09-08,15:29,BUTTERFLY,614.55,1099.4136,smallcap,consumer discretionary,domestic appliances,-0.0569,20105
2026-09-08,15:29,CEINSYS,702.2,1483.9567,smallcap,i.t,computers - software - medium / small,-0.9242,48187
2026-09-08,15:29,CENTRUM,22.57,1093.9052,smallcap,financials,finance & investments,0.445,122608
2026-09-08,15:29,CIFL,20.16,777.811,smallcap,financials,finance & investments,1.3575,309086
2026-09-08,15:29,CRIZAC,171.94,2837.3412,smallcap,services,miscellaneous,6.0376,1555453
2026-09-08,15:29,DEVX,33.75,312.2855,smallcap,co-working,miscellaneous,2.2727,85260
2026-09-08,15:29,DJML,76.08,269.7209,smallcap,miscellaneous,diversified - medium / small,1.3454,156457
2026-09-08,15:29,ELIN,98.42,477.9044,smallcap,consumer discretionary,electronics - components,2.3715,349113
2026-09-08,15:29,EMPOWER,2.01,224.6131,smallcap,services,trading,4.1451,19565972
2026-09-08,15:29,ESCORTS,3013.2,33086.727,largecap,auto,automobiles - tractors,1.8868,65334
2026-09-08,15:29,EUROBOND,154.63,369.411,smallcap,metals & mining,aluminium and aluminium products,2.5534,2142
2026-09-08,15:29,EVEREADY,348.85,2377.9637,smallcap,industrials,dry cells,6.633,421499
2026-09-08,15:29,EXCELSOFT,69.06,785.5645,smallcap,i.t,computers - software - medium / small,1.172,244261
2026-09-08,15:29,FILATFASH,0.18,150.0133,smallcap,textiles,textiles - products,0,9975185
2026-09-08,15:29,FINOPB,139.97,1155.9036,smallcap,bank,banks - private sector,0.7703,223021
2026-09-08,15:29,FINPIPE,157.86,9751.415,midcap,plastic products,plastics products,0.4454,256537
2026-09-08,15:29,GABRIEL,1389.6,24165.3136,largecap,auto,auto ancillaries,1.9142,196279
2026-09-08,15:29,GANECOS,1040.4,2652.8024,smallcap,textiles,textiles - manmade,5.0909,156348
2026-09-08,15:29,GILLETTE,7530.5,24049.5194,largecap,fmcg,personal care - multinational,2.0324,40115
2026-09-08,15:29,GMRAIRPORT,97,101302.8153,largecap,miscellaneous,miscellaneous,1.1049,8949771
2026-09-08,15:29,GRMOVER,88.17,1777.8618,smallcap,fmcg,food - processing - indian,2.7622,1436766
2026-09-08,15:29,GRWRHITECH,6975.5,16149.9987,midcap,industrials,packaging,0.3452,21656
2026-09-08,15:29,GVKPIL,2.13,330.055,smallcap,realty,engineering - turnkey services,1.9139,629903
2026-09-08,15:29,HIRECT,1281.4,4297.2283,smallcap,consumer discretionary,electronics - components,5.7348,252304
2026-09-08,15:29,HPIL,122,139.2256,smallcap,chemicals,dyes and pigments,0.1067,198
2026-09-08,15:29,IDEAFORGE,775.2,3803.184,smallcap,aerospace & defence,engineering,1.2738,409710
2026-09-08,15:29,INDHOTEL,720,101946.2161,largecap,services,hotels,0.5306,996891
2026-09-08,15:29,INDOFARM,144.16,632.5993,smallcap,miscellaneous,diversified - medium / small,9.5025,2435816
2026-09-08,15:29,INDOUS,78.85,157.8894,smallcap,fmcg,miscellaneous,0.1397,13629
2026-09-08,15:29,ITC,263.5,330151.4879,largecap,fmcg,cigarettes,0,7406617
2026-09-08,15:29,JITFINFRA,306.5,773.6816,smallcap,miscellaneous,miscellaneous,1.8272,11991
2026-09-08,15:29,JYOTISTRUC,10.42,1212.7585,smallcap,industrials,transmisson line towers / equipment,2.5591,14533173
2026-09-08,15:29,KEYFINSERV,250.25,138.3866,smallcap,financials,finance & investments,0.6637,624
2026-09-08,15:29,KIMS,764.5,32111.5957,largecap,healthcare,healthcare,-0.0065,737239
2026-09-08,15:29,KIRLOSBROS,1853.3,14550.8916,midcap,industrials,pumps,1.1406,15551
2026-09-08,15:29,LFIC,139.65,40.377,smallcap,financials,finance & investments,3.7596,4098
2026-09-08,15:29,MADRASFERT,64.37,1040.07,smallcap,chemicals,fertilizers,-0.2943,63088
2026-09-08,15:29,MAHESHWARI,72.49,210.2881,smallcap,services,trading,2.0267,3129
2026-09-08,15:29,MCCHRLS-B,670,890.7405,smallcap,realty,miscellaneous,-1.4561,165
2026-09-08,15:29,MOIL,251.49,5030.5614,midcap,metals & mining,mining / minerals / metals,1.7272,793529
2026-09-08,15:29,NEUEON,12.03,666.0948,smallcap,services,trading,2.1222,37465
2026-09-08,15:29,NIRLON,619.65,5543.6112,midcap,realty,construction,0.7315,10847
2026-09-08,15:29,ORCHASP,1.36,44.6889,smallcap,i.t,computers - software - medium / small,5.4264,185912
