date,time,group,market cap,category,sector,industry,% change,volume
2026-09-04,15:29,SAHYADRI,429.2592,smallcap,building materials,cement products,9.1124,111187
2026-09-04,15:29,SBCL,6458.0069,midcap,metals & mining,mining / minerals / metals,-3.0106,810275
2026-09-04,15:29,SHREEJISPG,11080.885,midcap,transportation,shipping,2.3937,2336669
2026-09-04,15:29,SKIPPER,7218.9528,midcap,industrials,engineering,8.0819,10118419
2026-09-04,15:29,SMARTWORKS,6187.2914,midcap,co-working,miscellaneous,1.9006,44075
2026-09-04,15:29,SMLMAH,9114.9662,midcap,auto,automobiles - lcvs / hcvs,9.9983,427607
2026-09-04,15:29,SMSPHARMA,3675.8422,smallcap,healthcare,pharmaceuticals - indian - bulk drugs,4.9045,473075
2026-09-04,15:29,SOUTHBANK,12380.8344,midcap,bank,banks - private sector,-0.8595,8819050
2026-09-04,15:29,SPLPETRO,14498.9277,midcap,energy,petrochemicals,6.2345,1726190
2026-09-04,15:29,SREEL,614.8119,smallcap,consumer discretionary,trading,2.5332,21434
2026-09-04,15:29,SURYALAXMI,114.3174,smallcap,textiles,textiles - cotton/blended,1.266,1013
2026-09-04,15:29,TATACAP,159203.8132,largecap,financials,finance & investments,0.8606,1331842
2026-09-04,15:29,TITAGARH,11741.5325,midcap,industrials,engineering,3.2753,3001183
2026-09-04,15:29,TRANSPEK,807.9526,smallcap,chemicals,chemicals,4.0647,13477
2026-09-04,15:29,USHAMART,15668.3104,midcap,metals & mining,steel - medium / small,-0.2909,1631592
2026-09-04,15:29,VALIANTLAB,575.5496,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,4.9936,71202
2026-09-04,15:29,VALIANTORG,897.8084,smallcap,chemicals,chemicals,1.2969,45087
2026-09-04,15:29,VIPIND,4461.1382,smallcap,plastic products,moulded luggage,1.1922,440277
2026-09-04,15:29,VITAL,133.4555,smallcap,chemicals,chemicals,2.2573,15658
2026-09-04,15:29,WOCKPHARMA,33939.7393,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,7.0799,3557646
2026-09-04,15:29,ZENITHSTL,83.9455,smallcap,metals & mining,steel - medium / small,9.8697,845763
2026-09-07,15:29,ABCOTS,457.1728,smallcap,textiles,textiles - cotton/blended,1.8544,10187
2026-09-07,15:29,ADROITINFO,56.322,smallcap,i.t,computers - software - medium / small,0,24445
2026-09-07,15:29,AJAXENGG,6663.6241,midcap,industrials,engineering,2.3607,123620
2026-09-07,15:29,AKSHOPTFBR,120.8846,smallcap,industrials,cables - telephone,4.9798,722743
2026-09-07,15:29,ALKALI,66.7463,smallcap,chemicals,chemicals,20,72483
2026-09-07,15:29,ANMOL,57.3695,smallcap,services,trading,0.0992,167944
2026-09-07,15:29,ANUHPHR,812.8166,smallcap,healthcare,pharmaceuticals - indian - bulk drugs,11.3317,1069062
2026-09-07,15:29,APOLLO,14451.505,midcap,aerospace & defence,electronics - components,3.8699,11691954
2026-09-07,15:29,ARFIN,1471.9349,smallcap,metals & mining,aluminium and aluminium products,9.2045,4760846
2026-09-07,15:29,ARTEMISMED,5268.4319,midcap,healthcare,healthcare,3.2151,782569
2026-09-07,15:29,AVALON,14675.8701,midcap,consumer discretionary,electronics - components,7.0973,1652753
2026-09-07,15:29,BAGFILMS,98.2811,smallcap,media,entertainment / electronic media software,6.6519,596328
2026-09-07,15:29,BAIDFIN,164.0373,smallcap,financials,finance & investments,7.6087,194252
2026-09-07,15:29,BALPHARMA,139.6738,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,5.6537,156982
2026-09-07,15:29,BALRAMCHIN,14590.1133,midcap,fmcg,sugar,3.0336,5509645
2026-09-07,15:29,BI,225.681,smallcap,industrials,packaging,4.9974,207087
2026-09-07,15:29,BLUESTONE,12843.6601,midcap,consumer discretionary,diamond cutting / jewellery,3.2335,1213108
2026-09-07,15:29,BOSCH-HCIL,4945.478,smallcap,consumer discretionary,air-conditioners,1.6659,64899
2026-09-07,15:29,BROOKS,194.624,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,2.4671,25779
2026-09-07,15:29,CARERATING,5225.101,midcap,financials,miscellaneous,-0.512,92927
2026-09-07,15:29,CARTRADE,14407.871,midcap,consumer discretionary,miscellaneous,5.9896,1233314
2026-09-07,15:29,CENTUM,5560.1641,midcap,aerospace & defence,electronics - components,16.1813,827315
2026-09-07,15:29,CGPOWER,140330.6511,largecap,industrials,electric equipment,0.4489,3937949
2026-09-07,15:29,CHEMBOND,229.8312,smallcap,chemicals,chemicals,7.8994,33357
2026-09-07,15:29,CHEVIOT,677.307,smallcap,textiles,textiles - jute - yarn / products,4.9767,14214
2026-09-07,15:29,CONSOFINVT,931.9691,smallcap,financials,finance & investments,4.9948,29631
2026-09-07,15:29,CPPLUS,43658.8907,largecap,consumer discretionary,trading,1.3038,170197
2026-09-07,15:29,CROWN,130.7816,smallcap,miscellaneous,miscellaneous,2.2598,18928
2026-09-07,15:29,CURAA,71.7354,smallcap,i.t,computers - software - medium / small,7.5904,2646
2026-09-07,15:29,DAMODARIND,66.2885,smallcap,textiles,textiles - spinning - synthetic / blended,2.9877,2507
2026-09-07,15:29,DCW,1357.1228,smallcap,energy,petrochemicals,4.3715,5474375
2026-09-07,15:29,DEEDEV,4952.636,smallcap,metals & mining,steel - medium / small,2.8561,299886
2026-09-07,15:29,DVL,1015.893,smallcap,services,trading,2.8099,40018
2026-09-07,15:29,ELANTAS,9686.8346,midcap,chemicals,chemicals,6.8336,17387
2026-09-07,15:29,EMAMIPAP,701.305,smallcap,building materials,paper,4.6756,111945
2026-09-07,15:29,GANESHBE,887.1256,smallcap,miscellaneous,miscellaneous,4.9988,327639
2026-09-07,15:29,GENUSPAPER,328.0927,smallcap,building materials,paper,3.605,517475
2026-09-07,15:29,GNRL,1522.8279,smallcap,energy,oil drilling / allied services,14.798,3632929
2026-09-07,15:29,GREENPLY,3805.7653,smallcap,building materials,miscellaneous,-0.8205,389935
2026-09-07,15:29,HERITGFOOD,3548.0551,smallcap,fmcg,food - processing - indian,0.4708,1306175
2026-09-07,15:29,HIKAL,2740.9757,smallcap,healthcare,pharmaceuticals - indian - bulk drugs,9.3117,31089358
2026-09-07,15:29,IL&FSENGG,481.87,smallcap,realty,construction,0.6803,30844
2026-09-07,15:29,IMPAL,1391.0208,smallcap,auto,auto ancillaries,-0.0359,6049
2026-09-07,15:29,IONEXCHANG,6001.5969,midcap,realty,engineering - turnkey services,7.3069,4902160
2026-09-07,15:29,JISLJALEQS,2206.001,smallcap,plastic products,plastics products,5.3126,17973234
2026-09-07,15:29,KABRAEXTRU,2025.4518,smallcap,industrials,engineering,9.5571,759426
2026-09-07,15:29,KEEPLEARN,29.1182,smallcap,services,miscellaneous,2.139,173243
2026-09-07,15:29,KRN,10333.9312,midcap,industrials,engineering,2.9581,329624
2026-09-07,15:29,LAKPRE,5.4818,smallcap,industrials,fasteners,4.99,2165
2026-09-07,15:29,LINCOLN,1243.4455,smallcap,healthcare,pharmaceuticals - indian - formulations,1.8605,75014
2026-09-07,15:29,LOTUSDEV,9444.5857,midcap,realty,construction,3.3428,1307102
2026-09-07,15:29,MCX,83520.0289,largecap,financials,miscellaneous,1.6731,1889368
2026-09-07,15:29,MMP,764.6833,smallcap,metals & mining,aluminium and aluminium products,10.0953,388765
2026-09-07,15:29,MSTCLTD,5168.768,midcap,i.t,trading,7.0076,1016067
2026-09-07,15:29,MTARTECH,22026.9431,largecap,aerospace & defence,engineering,4.9993,176047
2026-09-07,15:29,MUKTAARTS,133.0268,smallcap,media,entertainment / electronic media software,1.5789,7885
2026-09-07,15:29,NAGREEKCAP,29.3306,smallcap,financials,finance & investments,2.1505,5595
2026-09-07,15:29,NDL,407.9365,smallcap,textiles,textiles - products,5.3004,2614796
2026-09-07,15:29,NEAGI,205.2867,smallcap,fmcg,tea,4.512,79
2026-09-07,15:29,NEPHROPLUS,6994.2497,midcap,healthcare,healthcare,1.9798,189382
2026-09-07,15:29,NESCO,7381.3854,midcap,realty,construction,2.711,114449
2026-09-07,15:29,NSLNISP,13486.6481,midcap,metals & mining,steel - large,-0.3259,5748765
2026-09-07,15:29,PDMJEPAPER,885.1239,smallcap,building materials,paper,8.8071,5921103
2026-09-07,15:29,PITTIENG,4085.0378,smallcap,industrials,engineering,8.4155,1699396
2026-09-07,15:29,PODDARMENT,272.7831,smallcap,chemicals,dyes and pigments,8.0708,23704
2026-09-07,15:29,REDINGTON,29027.2846,largecap,services,trading,1.8583,5166393
2026-09-07,15:29,RITCO,863.8348,smallcap,transportation,miscellaneous,5.9642,574280
2026-09-07,15:29,SARVESHWAR,413.8265,smallcap,fmcg,food - processing - indian,9.2262,5003962
2026-09-07,15:29,SATIA,633.6,smallcap,building materials,paper,7.6231,793900
2026-09-07,15:29,SBICARD,62640.025,largecap,financials,finance & investments,2.4915,2781077
2026-09-07,15:29,SDBL,1538.4697,smallcap,fmcg,breweries & distilleries,1.3784,1759825
2026-09-07,15:29,SESHAPAPER,1470.0553,smallcap,building materials,paper,3.9813,250778
2026-09-07,15:29,SHANTIGOLD,1967.1396,smallcap,consumer discretionary,diamond cutting / jewellery,5.6097,4067799
2026-09-07,15:29,SINDHUTRAD,4657.5463,smallcap,transportation,miscellaneous,-0.1187,1799387
2026-09-07,15:29,SMCGLOBAL,1701.375,smallcap,financials,finance & investments,4.5538,3923881
2026-09-07,15:29,SOFTTECH,585.7301,smallcap,i.t,computers - software - medium / small,2.1978,7493
2026-09-07,15:29,SOTL,5078.6127,midcap,energy,petrochemicals,-4.7249,2433195
2026-09-07,15:29,STARPAPER,236.3416,smallcap,building materials,paper,7.39,113673
2026-09-07,15:29,SUNDARMFIN,51648.8514,largecap,financials,finance & investments,1.2821,49899
2026-09-07,15:29,SUPRIYA,6863.9756,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,6.5955,1225649
2026-09-07,15:29,SWARAJENG,4322.679,smallcap,industrials,engines,2.5353,28465
2026-09-07,15:29,SYRMA,28101.1866,largecap,consumer discretionary,electronics - components,12.1801,13079561
2026-09-07,15:29,SYSTMTXC,822.3684,smallcap,financials,finance & investments,4.9975,10694
2026-09-07,15:29,TAMBOLIIN,257.6224,smallcap,financials,finance & investments,-0.2118,4182
2026-09-07,15:29,TEXMOPIPES,134.9685,smallcap,plastic products,plastics products,17.1966,2193984
2026-09-07,15:29,THOMASCOOK,5251.799,midcap,miscellaneous,travel agencies,0.7792,1879256
2026-09-07,15:29,TNPL,1077.9551,smallcap,building materials,paper,2.4077,2376677
2026-09-07,15:29,TRIGYN,181.5435,smallcap,i.t,computers - software - medium / small,1.5432,30944
2026-09-07,15:29,UNICHEMLAB,3873.7244,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,3.5533,309037
2026-09-07,15:29,UNIVPHOTO,536.8215,smallcap,consumer discretionary,photographic and allied products,4.9959,5224
2026-09-07,15:29,VENUSPIPES,3378.7975,smallcap,metals & mining,steel - medium / small,10.6928,603283
2026-09-07,15:29,VIDHIING,1736.8374,smallcap,chemicals,dyes and pigments,0.3595,11998
2026-09-07,15:29,ZUARIIND,823.3008,smallcap,fmcg,sugar,1.4288,98022
2026-09-08,15:29,AARTECH,157.3587,smallcap,industrials,electric equipment,3.7351,111245
2026-09-08,15:29,ACSTECH,377.8759,smallcap,i.t,computers - software - medium / small,4.9982,653499
2026-09-08,15:29,AGI,4740.0536,smallcap,industrials,packaging,6.9815,359947
2026-09-08,15:29,AGL,1334.6181,smallcap,transportation,miscellaneous,17.9676,54467549
2026-09-08,15:29,ALLCARGO,1897.6853,smallcap,transportation,miscellaneous,2.7624,25792094
2026-09-08,15:29,ARVEE,180.6509,smallcap,chemicals,chemicals,18.1846,59140
2026-09-08,15:29,ARVIND,15356.6936,midcap,textiles,textiles - cotton/blended,2.9849,1015936
2026-09-08,15:29,ASHOKAMET,35.7443,smallcap,metals & mining,trading,0.979,61968
2026-09-08,15:29,ATLASCYCLE,61.4548,smallcap,consumer discretionary,cycles and accessories,19.6211,1077562
2026-09-08,15:29,AUROPHARMA,95512.7306,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,1.9277,1055813
2026-09-08,15:29,BAJAJHCARE,1106.8283,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,2.4027,196328
2026-09-08,15:29,BCG,1941.818,smallcap,i.t,computers - software - medium / small,9.8753,67429127
2026-09-08,15:29,BEPL,3156.5207,smallcap,energy,petrochemicals,5.5188,5773995
2026-09-08,15:29,CHEMCON,731.0023,smallcap,chemicals,chemicals,4.996,88574
2026-09-08,15:29,CHENNPETRO,21297.3084,largecap,energy,refineries,1.9298,1138754
2026-09-08,15:29,CLEANMAX,16180.6913,midcap,power & utilities,power generation and supply,1.3619,90317
2026-09-08,15:29,DATAPATTNS,25701.1205,largecap,aerospace & defence,electronics - components,7.4388,2894206
2026-09-08,15:29,DIGJAMLMTD,99.88,smallcap,textiles,textiles - products,3.6844,20727
2026-09-08,15:29,EBGNG,7058.453,midcap,services,trading,7.4382,1683816
2026-09-08,15:29,GARUDA,1662.0046,smallcap,realty,engineering - turnkey services,2.7879,12283756
2026-09-08,15:29,GAYAPROJ,1029.8152,smallcap,realty,construction,4.8693,2694235
2026-09-08,15:29,GOACARBON,350.0735,smallcap,energy,petrochemicals,0.9672,28685
2026-09-08,15:29,GRANULES,21491.427,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,3.2342,2111998
2026-09-08,15:29,GVT&D,111820.6428,largecap,industrials,electric equipment,8.7653,4274212
2026-09-08,15:29,HCC,6166.2278,midcap,realty,construction,1.3594,35951505
2026-09-08,15:29,HEADSUP,15.502,smallcap,consumer discretionary,trading,0.2849,10080
2026-09-08,15:29,HFCL,37195.1705,largecap,telecom,cables - telephone,3.1892,15866254
2026-09-08,15:29,IDFCFIRSTB,74465.7762,largecap,bank,banks - private sector,0.0694,11728338
2026-09-08,15:29,IKIO,1568.6437,smallcap,consumer discretionary,electric equipment,8.252,2263360
2026-09-08,15:29,INDSWFTLAB,3206.2726,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,5.316,2095086
2026-09-08,15:29,INFOMEDIA,27.2554,smallcap,miscellaneous,printing & stationery,1.8416,36530
2026-09-08,15:29,JASH,3230.147,smallcap,industrials,engineering,1.4771,195333
2026-09-08,15:29,JAYAGROGN,684.99,smallcap,chemicals,chemicals,9.0702,266571
2026-09-08,15:29,JUBLPHARMA,15136.4866,midcap,healthcare,pharmaceuticals - indian - bulk drugs,4.9932,1366696
2026-09-08,15:29,JYOTICNC,23211.9383,largecap,industrials,engineering,1.6215,1316914
2026-09-08,15:29,KIRLOSENG,31617.2302,largecap,industrials,engines,4.5062,516056
2026-09-08,15:29,KREBSBIO,120.7177,smallcap,healthcare,pharmaceuticals - indian - bulk drugs,1.3217,3193
2026-09-08,15:29,LAURUSLABS,101388.6392,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,3.7406,2115447
2026-09-08,15:29,LOYALTEX,104.671,smallcap,textiles,textiles - composite,3.7134,2534
2026-09-08,15:29,LTFOODS,15589.9209,midcap,fmcg,food - processing - indian,1.4033,1285427
2026-09-08,15:29,MALUPAPER,56.4149,smallcap,building materials,paper,4.5963,95722
2026-09-08,15:29,MEESHO,96920.1377,largecap,transportation,miscellaneous,0.3614,18323130
2026-09-08,15:29,MIDHANI,7866.4066,midcap,aerospace & defence,steel - medium / small,13.5985,36384306
2026-09-08,15:29,MITCON,140.3576,smallcap,miscellaneous,miscellaneous,0.1986,7581
2026-09-08,15:29,NAVINFLUOR,44128.3486,largecap,chemicals,chemicals,1.482,118511
2026-09-08,15:29,NOVARTIND,4048.3031,smallcap,healthcare,pharmaceuticals - multinational,11.1247,551700
2026-09-08,15:29,OIL,79215.7994,largecap,energy,oil drilling / allied services,1.7248,2619912
2026-09-08,15:29,ORTINGLOBE,12.5549,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,3.1736,57526
2026-09-08,15:29,PARACABLES,2146.8083,smallcap,industrials,cables - power,5.2431,4828599
2026-09-08,15:29,PARADEEP,16401.019,midcap,chemicals,fertilizers,1.1457,8713293
2026-09-08,15:29,PARAS,12002.6769,midcap,aerospace & defence,engineering,0.9803,2631639
2026-09-08,15:29,PPL,645.9151,smallcap,plastic products,plastics products,1.4812,23357
2026-09-08,15:29,PPLPHARMA,29244.393,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,3.1685,21040344
2026-09-08,15:29,PREMEXPLN,3565.7113,smallcap,aerospace & defence,chemicals,2.1787,317368
2026-09-08,15:29,QUADFUTURE,1662.6,smallcap,industrials,cables - power,6.0989,1096145
2026-09-08,15:29,RAJOOENG,967.7054,smallcap,industrials,engineering,-0.8493,403364
2026-09-08,15:29,RAMANEWS,481.5119,smallcap,miscellaneous,miscellaneous,3.3701,151147
2026-09-08,15:29,RCOM,235.0703,smallcap,telecom-service,telecommunications - service provider,4.7059,4449294
2026-09-08,15:29,RENUKA,5353.1518,midcap,fmcg,sugar,0.159,20638935
2026-09-08,15:29,RSWM,1025.3566,smallcap,textiles,textiles - cotton/blended,3.6795,109970
2026-09-08,15:29,RUCHIRA,321.9677,smallcap,building materials,paper,3.9766,233548
2026-09-08,15:29,RVTH,220.0532,smallcap,industrials,engineering,4.8711,5687
2026-09-08,15:29,SELMC,88.9004,smallcap,textiles,textiles - cotton/blended,7.3798,148529
2026-09-08,15:29,SHIVAUM,617.0501,smallcap,metals & mining,trading,1.6531,14907
2026-09-08,15:29,SONAMLTD,276.7412,smallcap,consumer discretionary,miscellaneous,4.8749,239293
2026-09-08,15:29,SPECTRUM,3907.7177,smallcap,industrials,electric equipment,4.9984,12874
2026-09-08,15:29,STEELXIND,1432.4072,smallcap,metals & mining,steel - medium / small,2.6714,12644699
2026-09-08,15:29,TTKHLTCARE,1541.7606,smallcap,miscellaneous,diversified - medium / small,9.1559,215583
2026-09-08,15:29,UNIDT,473.5501,smallcap,industrials,engineering,0.3944,36771
2026-09-08,15:29,UNIMECH,7606.664,midcap,aerospace & defence,engineering,8.9523,939028
2026-09-08,15:29,UTKARSHBNK,2674.6241,smallcap,bank,banks - private sector,4.3912,102828979
2026-09-08,15:29,WENDT,1668,smallcap,industrials,abrasives and grinding wheels,0.9472,9265
2026-09-08,15:29,XPROINDIA,3196.6673,smallcap,industrials,packaging,2.0338,161994
2026-09-09,15:29,ABSLAMC,29972.3071,largecap,financials,finance & investments,2.7655,233592
2026-09-09,15:29,ADANIPORTS,393977.0058,largecap,transportation,miscellaneous,3.8012,5527528
2026-09-09,15:29,ADANIPOWER,401893.0377,largecap,power & utilities,power generation and supply,3.119,33227588
2026-09-09,15:29,AHCL,829.6949,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,4.2921,17458736
2026-09-09,15:29,AKG,31.2364,smallcap,services,trading,7.0193,66537
2026-09-09,15:29,ASAHISONG,454.2221,smallcap,chemicals,dyes and pigments,1.1807,15423
2026-09-09,15:29,ASTEC,1476.9053,smallcap,chemicals,pesticides / agrochemicals - indian,14.8159,5356635
2026-09-09,15:29,BANG,45.4531,smallcap,textiles,trading,6.2948,144212
2026-09-09,15:29,BCPL,118.8047,smallcap,realty,engineering - turnkey services,2.3508,18800
2026-09-09,15:29,BHAGYANGR,1313.2277,smallcap,power & utilities,power generation and supply,4.9994,471785
2026-09-09,15:29,BHEL,146995.3045,largecap,industrials,electric equipment,2.736,8487227
2026-09-09,15:29,BVCL,94.5789,smallcap,building materials,cement - north india,3.1396,205940
2026-09-09,15:29,CLSEL,1519.8636,smallcap,fmcg,food - processing - indian,-0.1472,117675
2026-09-09,15:29,COALINDIA,258988.6579,largecap,metals & mining,mining / minerals / metals,2.558,22791556
2026-09-09,15:29,COCHINSHIP,40204.0048,largecap,aerospace & defence,miscellaneous,1.8191,1253871
2026-09-09,15:29,CONFIPET,2740.6564,smallcap,miscellaneous,miscellaneous,9.9042,15689882
2026-09-09,15:29,CORONA,12802.0296,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,4.9685,262842
2026-09-09,15:29,CYBERTECH,421.6875,smallcap,i.t,computers - software - medium / small,2.1614,29578
2026-09-09,15:29,ELGIRUBCO,295.8956,smallcap,fmcg,miscellaneous,6.2585,308072
2026-09-09,15:29,EMMVEE,22933.9292,largecap,industrials,electric equipment,-0.7094,1636507
2026-09-09,15:29,GANDHAR,2584.509,smallcap,energy,refineries,0.6817,926450
2026-09-09,15:29,GPIL,16538.677,midcap,metals & mining,steel - medium / small,2.9832,3124495
2026-09-09,15:29,GRAPHITE,14345.453,midcap,industrials,electrodes - graphites,15.0358,36292952
2026-09-09,15:29,GRAVISSHO,202.1784,smallcap,services,hotels,3.4531,472614
2026-09-09,15:29,HBLENGINE,20269.8804,largecap,auto,auto ancillaries,-0.1573,6705010
2026-09-09,15:29,IL&FSENGG,472.0359,smallcap,realty,construction,5,61277
2026-09-09,15:29,INDNIPPON,2538.8024,smallcap,auto,auto ancillaries,17.0186,1613322
2026-09-09,15:29,INVPRECQ,1324.9,smallcap,industrials,castings & forgings,1.9926,562
2026-09-09,15:29,JAYKAY,2082.8993,smallcap,aerospace & defence,engineering,5.6734,1531650
2026-09-09,15:29,JINDALSAW,19671.2733,midcap,industrials,steel - large,1.3329,1991399
2026-09-09,15:29,JMA,203.6052,smallcap,auto,auto ancillaries,8.9746,165983
2026-09-09,15:29,JSL,60903.9971,largecap,metals & mining,steel - large,6.0305,6366585
