Date,Symbol,Close,Yearhigh,Market cap,Market cap category,Industry,Sector,Weekly return,Current vol multiple of yearly avg
2026-09-09 15:29,PKTEA,1136.3,1136.3,301.1516,smallcap,tea,fmcg,41.5686,48.01
2026-09-09 15:29,SREEL,345.01,345.01,665.7298,smallcap,trading,consumer discretionary,29.9375,42.428
2026-09-09 15:29,WHEELS,2400.6001,2400.6001,5146.5696,midcap,auto ancillaries,auto,39.1733,38.5091
2026-09-09 15:29,BALPHARMA,114.45,114.45,151.8533,smallcap,pharmaceuticals - indian - bulk drugs & formln,healthcare,30.4571,28.199
2026-09-09 15:29,INDNIPPON,1313.3,1313.3,2538.8024,smallcap,auto ancillaries,auto,13.3915,27.5979
2026-09-09 15:29,CHEMBOND,220.36,220.36,265.8996,smallcap,chemicals,chemicals,28.9409,25.6566
2026-09-09 15:29,ANTELOPUS,1169.4,1169.4,3864.8706,smallcap,oil drilling / allied services,energy,22.1752,24.7663
2026-09-09 15:29,GRAPHITE,844.65,844.65,14345.453,midcap,electrodes - graphites,industrials,15.1377,22.611
2026-09-09 15:29,NOVARTIND,2186.3999,2186.3999,4498.6632,smallcap,pharmaceuticals - multinational,healthcare,32.7746,22.0554
2026-09-09 15:29,BIL,1108.2,1108.2,1256.3544,smallcap,leather / leather products,consumer discretionary,22.0686,21.8346
2026-09-09 15:29,INDORAMA,86.13,86.13,1957.8264,smallcap,textiles - manmade,textiles,18.051,20.0663
2026-09-09 15:29,JAYAGROGN,256.9,256.9,747.12,smallcap,chemicals,chemicals,11.405,11.7654
2026-09-09 15:29,JMA,97.14,97.14,203.6052,smallcap,auto ancillaries,auto,7.2422,11.4679
2026-09-09 15:29,SUBEXLTD,18.8,19.23,1080.7316,smallcap,computers - software - medium / small,i.t,8.7963,9.6098
2026-09-09 15:29,ANUHPHR,96.74,96.74,957.4399,smallcap,pharmaceuticals - indian - bulk drugs,healthcare,19.2848,9.3764
2026-09-09 15:29,SHANTIGEAR,707.75,707.75,5400.7961,midcap,engineering,industrials,13.8319,8.3517
2026-09-09 15:29,CONFIPET,90.66,90.66,2740.6564,smallcap,miscellaneous,miscellaneous,9.9176,6.2602
2026-09-09 15:29,FCL,58.43,58.44,6805.3433,midcap,chemicals,chemicals,13.4343,5.6131
2026-09-09 15:29,GMMPFAUDLR,1305.4,1305.4,5777.9024,midcap,engineering,industrials,13.7207,5.5482
2026-09-09 15:29,FINCABLES,1353.4,1353.4,19917.2909,midcap,cables - power,industrials,10.9162,5.1311
2026-09-09 15:29,STLNETWORK,33.2,33.2,1543.2979,smallcap,telecommunications - service provider,telecom-service,14.9983,4.4685
2026-09-09 15:29,AHCL,16.28,16.86,829.6949,smallcap,pharmaceuticals - indian - bulk drugs & formln,healthcare,3.8265,4.2927
2026-09-09 15:29,GLAND,3026.2,3026.2,48816.5187,largecap,pharmaceuticals - indian - formulations,healthcare,3.1987,4.1566
2026-09-09 15:29,YUKEN,1067.7,1067.7,1381.9682,smallcap,engineering,industrials,5.6292,4.0746
2026-09-09 15:29,HINDOILEXP,195.83,195.83,2561.0235,smallcap,oil drilling / allied services,energy,5.8541,3.8304
2026-09-09 15:29,CHENNPETRO,1604.4,1604.4,21708.3039,largecap,refineries,energy,10.4807,3.6137
2026-09-09 15:29,ARTEMISMED,354.3,354.3,5414.8652,midcap,healthcare,healthcare,6.4603,3.4485
2026-09-09 15:29,KANORICHEM,166.8,166.8,694.2871,smallcap,chemicals,chemicals,7.2255,3.149
2026-09-09 15:29,SETL,424.7,424.7,8069.4377,midcap,engineering,industrials,3.8513,3.1037
2026-09-09 15:29,VINDHYATEL,2916.3999,2916.3999,3310.7756,smallcap,construction,realty,6.7223,3.066
2026-09-09 15:29,KINGFA,6157.5,6157.5,8180.9687,midcap,plastics products,plastic products,3.7927,2.9638
2026-09-09 15:29,AVTNPL,92.42,92.42,1375.8859,smallcap,solvent extraction,fmcg,1.5381,2.5879
2026-09-09 15:29,EBGNG,675.8,675.8,7583.4761,midcap,trading,services,12.3992,2.5059
