Date,Symbol,Current price,Market cap,Category,Sector,Industry,% change,Volume
2026-09-10 15:29,ASTRAZEN,6860.5,17191.25,midcap,healthcare,pharmaceuticals - multinational,-0.2327,2286
2026-09-10 15:29,SANOFICONR,4089.6001,9326.2504,midcap,healthcare,pharmaceuticals - multinational,0.9902,4993
2026-09-10 15:29,BAYERCROP,3978.3999,17757.07,midcap,chemicals,pesticides / agrochemicals - multinational,0.6909,13598
2026-09-10 15:29,ICICIAMC,3033.5,148450.5465,largecap,financials,finance & investments,0.9988,237958
2026-09-10 15:29,MUTHOOTFIN,2841.5,113013.376,largecap,financials,finance & investments,0.9414,408226
2026-09-10 15:29,PHOENIXLTD,1890,67425.9588,largecap,realty,construction,0.2493,383380
2026-09-10 15:29,COLPAL,1808.5,48957.4141,largecap,fmcg,personal care - multinational,0.4722,125826
2026-09-10 15:29,CREDITACC,1403.2,22375.436,largecap,financials,finance & investments,0.5014,88216
2026-09-10 15:29,SHRIRAMFIN,1038,242114.9667,largecap,financials,finance & investments,0.8746,2757241
2026-09-10 15:29,DCMSHRIRAM,1007.5,15556.8034,midcap,miscellaneous,diversified - mega,0.9924,46045
2026-09-10 15:29,FACT,789.95,50885.74,largecap,chemicals,fertilizers,0.4514,167703
2026-09-10 15:29,DATAMATICS,780.45,4569.2194,smallcap,i.t,computers - software - medium / small,0.9573,84196
2026-09-10 15:29,SEJALLTD,672,735.984,smallcap,building materials,glass & glass products,4.0892,3755
2026-09-10 15:29,PRECOT,670.75,792.18,smallcap,textiles,textiles - cotton/blended,1.6057,2297
2026-09-10 15:29,ITDC,664.6,5400.4703,midcap,services,hotels,5.5507,8077461
2026-09-10 15:29,TATAINVEST,645.15,31308.3692,largecap,financials,finance & investments,4.2582,8165222
2026-09-10 15:29,OMNI,563.35,6611.1854,midcap,industrials,engineering,5.3779,1296012
2026-09-10 15:29,OPTIEMUS,557.65,4886.5708,smallcap,telecom,trading,2.8969,286523
2026-09-10 15:29,SHAKTIPUMP,503.2,5772.5568,midcap,industrials,pumps,7.5673,13943643
2026-09-10 15:29,SUPRAJIT,500.3,6658.9733,midcap,auto,auto ancillaries,3.059,143145
2026-09-10 15:29,HGINFRA,487.25,3118.7635,smallcap,realty,construction,1.818,83596
2026-09-10 15:29,JARO,456.25,975.3316,smallcap,services,miscellaneous,4.1786,185812
2026-09-10 15:29,CHAMBLFERT,417.75,16651.1095,midcap,chemicals,fertilizers,0.5173,523104
2026-09-10 15:29,KEC,413.45,10466.984,midcap,realty,transmisson line towers / equipment,5.1501,2448087
2026-09-10 15:29,VBL,410.5,137659.4531,largecap,fmcg,food - processing - indian,0.86,7713560
2026-09-10 15:29,DBL,407.75,6384.0819,midcap,realty,construction,3.7532,6474417
2026-09-10 15:29,FEDERALBNK,346,85147.3459,largecap,bank,banks - private sector,0.2899,5314983
2026-09-10 15:29,TAJGVK,342.6,2082.6302,smallcap,services,hotels,3.1462,188257
2026-09-10 15:29,INNOVANA,309.3,626.4112,smallcap,i.t,computers - software - medium / small,2.0119,92386
2026-09-10 15:29,SWANCORP,298.15,8703.1304,midcap,textiles,textiles - products,7.3834,53152302
2026-09-10 15:29,ORIENTTECH,235.36,1051.9329,smallcap,i.t,computers - software - medium / small,2.4864,266345
2026-09-10 15:29,NIITMTS,224.64,3053.1412,smallcap,i.t,computers - education,1.3993,64725
2026-09-10 15:29,SURAJLTD,200.66,374.7378,smallcap,metals & mining,steel - medium / small,-1.6662,3232
2026-09-10 15:29,KNACK,186.96,2228.2696,smallcap,industrials,packaging,2.6689,703290
2026-09-10 15:29,ZAGGLE,183.93,2380.7212,smallcap,i.t,computers - software - medium / small,3.88,2600981
2026-09-10 15:29,AVG,182.49,325.1464,smallcap,transportation,miscellaneous,5,37463
2026-09-10 15:29,HINDWAREAP,181.67,1502.7904,smallcap,consumer discretionary,trading,1.1188,253483
2026-09-10 15:29,RELTD,155.08,3016.7596,smallcap,industrials,electric equipment,2.0666,231262
2026-09-10 15:29,PYRAMID,154.59,553.648,smallcap,industrials,packaging,2.7108,24175
2026-09-10 15:29,NATHBIOGEN,152.51,288.2337,smallcap,fmcg,miscellaneous,0.5538,2248
2026-09-10 15:29,KOTIC,151.21,1464.1271,smallcap,services,trading,11.5612,804224
2026-09-10 15:29,FINOPB,139.95,1145.4181,smallcap,bank,banks - private sector,1.6783,463691
2026-09-10 15:29,IPL,135.74,1566.9147,smallcap,chemicals,pesticides / agrochemicals - indian,-0.2352,45366
2026-09-10 15:29,CANBK,124.6,112548.6408,largecap,bank,banks - public sector,0.4191,22002938
2026-09-10 15:29,ADVANCE,119.03,731.8929,smallcap,chemicals,pesticides / agrochemicals - indian,4.5498,447365
2026-09-10 15:29,IREDA,113.32,31460.581,largecap,financials,finance - term-lending institutions,1.1876,5082162
2026-09-10 15:29,CSM,94.96,481.512,smallcap,i.t,computers - software - medium / small,1.7683,892772
2026-09-10 15:29,WCIL,84.42,857.8512,smallcap,transportation,shipping,0.3328,102129
2026-09-10 15:29,BAJAJHFL,84.22,69091.7187,largecap,financials,finance - housing,1.5678,3734084
2026-09-10 15:29,INTENTECH,79.12,186.5544,smallcap,i.t,computers - software - medium / small,0.2026,16617
2026-09-10 15:29,HITECH,77.4,1559.6643,smallcap,metals & mining,steel - medium / small,0.7944,1896207
2026-09-10 15:29,TOKYOPLAST,76.81,70.928,smallcap,plastic products,plastics products,2.8935,353
2026-09-10 15:29,DCMSIL,72.36,607.0315,smallcap,textiles,textiles - manmade,3.6973,139970
2026-09-10 15:29,MAHESHWARI,71.87,210.2289,smallcap,services,trading,1.1826,1942
2026-09-10 15:29,LOVABLE,71.85,103.0376,smallcap,textiles,textiles - products,3.2031,30146
2026-09-10 15:29,ALGOQUANT,63.94,1793.1116,smallcap,financials,finance & investments,0.2351,1336644
2026-09-10 15:29,VGL,57.78,282.2226,smallcap,textiles,textiles - cotton/blended,5.4957,279228
2026-09-10 15:29,VASWANI,46.41,150.7286,smallcap,metals & mining,steel - sponge iron,1.4426,33025
2026-09-10 15:29,ONELIFECAP,31.95,119.2905,smallcap,financials,finance & investments,0.0626,16985
2026-09-10 15:29,WILLAMAGOR,24.49,26.3172,smallcap,financials,finance & investments,1.9567,6072
2026-09-10 15:29,ODIGMA,22.33,70.2377,smallcap,i.t,computers - software - medium / small,-0.6231,35868
2026-09-10 15:29,MAGNUM,19.1,129.9131,smallcap,building materials,paper,0.5793,63106
2026-09-10 15:29,AAKASH,9.14,85.9613,smallcap,energy,oil drilling / allied services,7.6561,795578
2026-09-10 15:29,TNTELE,8.94,40.6104,smallcap,industrials,cables - telephone,0.5624,26707
2026-09-10 15:29,PILITA,7.88,184.475,smallcap,plastic products,plastics products,0.3822,42014
2026-09-10 15:29,RUCHINFRA,5.68,132.174,smallcap,miscellaneous,miscellaneous,1.4286,50981
2026-09-10 15:29,SHAH,3.54,348.3234,smallcap,metals & mining,steel - medium / small,0.8547,3922764
2026-09-10 15:29,OSIAHYPER,2.45,43.3549,smallcap,consumer discretionary,trading,0,300909
2026-09-10 15:29,GAYAHWS,1.9,46.4925,smallcap,realty,construction,-2.0619,125320
2026-09-10 15:29,COMPINFO,1.08,8.9199,smallcap,services,trading,3.8462,39125
