Date,Symbol,Market cap,Category,Sector,Industry,% change,Volume
2026-09-25 15:29,WELCORP,71017.7174,largecap,industrials,steel - large,5.2076,2763523
2026-09-25 15:29,PAGEIND,41827.0275,largecap,readymade garments/apparels,textiles - products,0.52,15467
2026-09-25 15:29,BLUESTARCO,31356.2552,largecap,consumer discretionary,air-conditioners,2.623,570933
2026-09-25 15:29,AETHER,21847.1443,largecap,chemicals,chemicals,7.3381,1686153
2026-09-25 15:29,SHRIPISTON,20997.6737,largecap,auto,auto ancillaries,4.8623,110008
2026-09-25 15:29,GRAPHITE,15917.2496,midcap,industrials,electrodes - graphites,0.7365,1351331
2026-09-25 15:29,INDGN,14315.0953,midcap,healthcare,miscellaneous,2.4996,2095862
2026-09-25 15:29,JSWDULUX,14264.5926,midcap,building materials,paints / varnishes,2.1486,52257
2026-09-25 15:29,BBOX,14126.2408,midcap,i.t,computers - software - medium / small,0.5469,814657
2026-09-25 15:29,LLOYDSENGG,14100.4947,midcap,industrials,engineering,8.4149,60674433
2026-09-25 15:29,KSB,13960.556,midcap,industrials,pumps,2.1131,270689
2026-09-25 15:29,PRIVISCL,13819.9948,midcap,chemicals,chemicals,1.5885,97623
2026-09-25 15:29,EMIL,7277.9076,midcap,consumer discretionary,trading,5.8469,6776165
2026-09-25 15:29,POWERICA,7122.9724,midcap,industrials,electric equipment,3.5711,200960
2026-09-25 15:29,SPARC,6619.5914,midcap,healthcare,miscellaneous,2.4855,2233858
2026-09-25 15:29,IBULLSLTD,6618.2334,midcap,miscellaneous,diversified - medium / small,4.9982,14185546
2026-09-25 15:29,AJAXENGG,6580.6791,midcap,industrials,engineering,5.6589,695472
2026-09-25 15:29,FCL,6529.3565,midcap,chemicals,chemicals,7.8652,47041849
2026-09-25 15:29,KUSUMGAR,6510.515,midcap,textiles,textiles - manmade,1.0644,190712
2026-09-25 15:29,LCL,6080.6858,midcap,industrials,textile machinery,3.3273,1672547
2026-09-25 15:29,SSWL,5911.5558,midcap,auto,auto ancillaries,0.7046,1650357
2026-09-25 15:29,WHEELS,5328.3513,midcap,auto,auto ancillaries,5.3008,615400
2026-09-25 15:29,ARTEMISMED,5266.8488,midcap,healthcare,healthcare,7.5143,18980196
2026-09-25 15:29,ROLEXRINGS,4940.3951,smallcap,auto,auto ancillaries,7.6843,7169312
2026-09-25 15:29,BOSCH-HCIL,4704.0229,smallcap,consumer discretionary,air-conditioners,4.7168,98241
2026-09-25 15:29,TATVA,4043.5506,smallcap,chemicals,chemicals,3.7371,66589
2026-09-25 15:29,KSCL,4032.0516,smallcap,fmcg,miscellaneous,2.6408,9425259
