date,time,group,% change
2026-09-04,15:29,20MICRONS,24.7351
2026-09-04,15:29,360ONE,9.4374
2026-09-04,15:29,3BBLACKBIO,11.407
2026-09-04,15:29,5PAISA,0.846
2026-09-04,15:29,63MOONS,20.7383
2026-09-04,15:29,AARTIDRUGS,13.7567
2026-09-04,15:29,AARTIPHARM,20.5756
2026-09-04,15:29,ABB,1.674
2026-09-04,15:29,ABBOTINDIA,2.8408
2026-09-04,15:29,ABCAPITAL,19.6867
2026-09-04,15:29,ABDL,12.1129
2026-09-04,15:29,ABSLAMC,-0.3751
2026-09-04,15:29,ACE,24.4567
2026-09-04,15:29,ACMESOLAR,36.9594
2026-09-04,15:29,ACUTAAS,28.3937
2026-09-04,15:29,ADANIENT,21.7874
2026-09-04,15:29,ADANIGREEN,4.1082
2026-09-04,15:29,ADANIPORTS,4.2562
2026-09-04,15:29,ADFFOODS,-0.3237
2026-09-04,15:29,ADOR,56.3764
2026-09-04,15:29,ADVAIT,3.5573
2026-09-04,15:29,ADVANCE,3.6086
2026-09-04,15:29,AEGISLOG,78.5368
2026-09-04,15:29,AEGISVOPAK,42.9074
2026-09-04,15:29,AEQUS,23.0152
2026-09-04,15:29,AEROENTER,55.4082
2026-09-04,15:29,AEROFLEX,83.4113
2026-09-04,15:29,AETHER,38.9283
2026-09-04,15:29,AFFLE,12.9472
2026-09-04,15:29,AFSL,-0.3157
2026-09-04,15:29,AGARIND,3.1343
2026-09-04,15:29,AGARWALEYE,16.4308
2026-09-04,15:29,AGI,9.3227
2026-09-04,15:29,AHLWEST,61.7903
2026-09-04,15:29,AIAENG,5.9442
2026-09-04,15:29,AIIL,6.4061
2026-09-04,15:29,AJANTPHARM,25.7184
2026-09-04,15:29,AJAXENGG,10.3648
2026-09-04,15:29,AKCAPIT,12.7345
2026-09-04,15:29,AKUMS,43.614
2026-09-04,15:29,ALEMBICLTD,20.7435
2026-09-04,15:29,ALGOQUANT,18.1752
2026-09-04,15:29,ALIVUS,35.5927
2026-09-04,15:29,ALKYLAMINE,31.1251
2026-09-04,15:29,AMAGI,40.5965
2026-09-04,15:29,AMANTA,46.5816
2026-09-04,15:29,AMBIKCO,9.1714
2026-09-04,15:29,AMNPLST,2.8128
2026-09-04,15:29,ANANDRATHI,23.8244
2026-09-04,15:29,ANANTRAJ,26.8404
2026-09-04,15:29,ANDHRSUGAR,1.4683
2026-09-04,15:29,ANTELOPUS,40.2212
2026-09-04,15:29,ANTHEM,20.6315
2026-09-04,15:29,APARINDS,46.8639
2026-09-04,15:29,APCOTEXIND,58.6569
2026-09-04,15:29,APLAPOLLO,13.8664
2026-09-04,15:29,APLLTD,6.4261
2026-09-04,15:29,APOLLO,27.1331
2026-09-04,15:29,APOLLOHOSP,11.5697
2026-09-04,15:29,APOLLOPIPE,39.6814
2026-09-04,15:29,APOLLOTYRE,1.3927
2026-09-04,15:29,APTUS,0.0077
2026-09-04,15:29,ARIES,31.7787
2026-09-04,15:29,ARIHANT,3.1324
2026-09-04,15:29,ARIHANTCAP,11.5325
2026-09-04,15:29,ARIS,0.0934
2026-09-04,15:29,ARKADE,7.9948
2026-09-04,15:29,ARMANFIN,38.2945
2026-09-04,15:29,ARROWGREEN,49.5545
2026-09-04,15:29,ARTEMISMED,38.2002
2026-09-04,15:29,ARVIND,40.6103
2026-09-04,15:29,ARVINDFASN,0.4612
2026-09-04,15:29,ARVSMART,1.8629
2026-09-04,15:29,ASAHIINDIA,10.311
2026-09-04,15:29,ASHIANA,6.0307
2026-09-04,15:29,ASHOKLEY,0.8835
2026-09-04,15:29,ASIANENE,63.285
2026-09-04,15:29,ASIANHOTNR,28.3356
2026-09-04,15:29,ASIANPAINT,2.6273
2026-09-04,15:29,ASKAUTOLTD,37.8285
2026-09-04,15:29,ASTERDM,11.4065
2026-09-04,15:29,ASTRAMICRO,57.7123
2026-09-04,15:29,ATHERENERG,70.1122
2026-09-04,15:29,ATLANTAELE,6.6059
2026-09-04,15:29,AUBANK,4.1259
2026-09-04,15:29,AUROPHARMA,16.2027
2026-09-04,15:29,AURUM,23.6735
2026-09-04,15:29,AVADHSUGAR,73.8804
2026-09-04,15:29,AVALON,112.0373
2026-09-04,15:29,AVANTEL,2.4393
2026-09-04,15:29,AVL,10.5675
2026-09-04,15:29,AVTNPL,28.4505
2026-09-04,15:29,AYE,27.3849
2026-09-04,15:29,AYMSYNTEX,30.3983
2026-09-04,15:29,AZAD,26.1836
2026-09-04,15:29,BAFNAPH,122.4938
2026-09-04,15:29,BAJAJ-AUTO,25.5226
2026-09-04,15:29,BAJAJCON,11.0741
2026-09-04,15:29,BAJAJFINSV,10.7364
2026-09-04,15:29,BAJAJHCARE,-0.9399
2026-09-04,15:29,BAJAJHIND,12.6224
2026-09-04,15:29,BAJAJHLDNG,8.9348
2026-09-04,15:29,BAJEL,1.3508
2026-09-04,15:29,BAJFINANCE,14.8162
2026-09-04,15:29,BALAMINES,90.4661
2026-09-04,15:29,BALKRISIND,4.353
2026-09-04,15:29,BALRAMCHIN,35.7578
2026-09-04,15:29,BALUFORGE,15.2233
2026-09-04,15:29,BANARISUG,5.6179
2026-09-04,15:29,BANCOINDIA,-0.3357
2026-09-04,15:29,BANKINDIA,0.5199
2026-09-04,15:29,BANSALWIRE,3.7584
2026-09-04,15:29,BASF,5.85
2026-09-04,15:29,BBOX,11.3152
2026-09-04,15:29,BBTC,-0.0601
2026-09-04,15:29,BCLIND,7.2956
