Date,Symbol,Market cap,Category,Sector,Industry,% change,Volume
2026-09-21 15:29,HAL,321032.0633,largecap,aerospace & defence,engineering,0.5354,784570
2026-09-21 15:29,BAJAJHLDNG,125561.338,largecap,financials,finance & investments,1.1257,54157
2026-09-21 15:29,INDHOTEL,104301.9964,largecap,services,hotels,1.6718,2983659
2026-09-21 15:29,WOCKPHARMA,33897.4914,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,4.8512,1771282
2026-09-21 15:29,SAGILITY,21374.9455,largecap,i.t,computers - software - medium / small,0.6351,22615132
2026-09-21 15:29,SHRIPISTON,21229.1412,largecap,auto,auto ancillaries,-1.4836,64275
2026-09-21 15:29,CAPLIPOINT,20892.5748,largecap,healthcare,pharmaceuticals - indian - formulations,0.2911,91962
2026-09-21 15:29,MAHSCOOTER,15690.281,midcap,financials,finance & investments,-0.8741,4184
2026-09-21 15:29,USHAMART,15456.5147,midcap,metals & mining,steel - medium / small,5.2642,3336342
2026-09-21 15:29,SHADOWFAX,14717.8036,midcap,transportation,couriers,8.4277,13465306
2026-09-21 15:29,PCBL,13247.8859,midcap,chemicals,chemicals,2.2721,3337001
2026-09-21 15:29,HOMEFIRST,12974.7157,midcap,financials,finance - housing,1.3212,492496
2026-09-21 15:29,METROPOLIS,12387.0484,midcap,healthcare,healthcare,-0.6779,185451
2026-09-21 15:29,HCG,10574.3285,midcap,healthcare,healthcare,-0.9742,67828
2026-09-21 15:29,VADILALIND,5291.6804,midcap,fmcg,food - processing - indian,0.7199,16279
2026-09-21 15:29,VRLLOG,5136.15,midcap,transportation,miscellaneous,-0.4598,96495
2026-09-21 15:29,NORTHARC,5068.1641,midcap,financials,finance & investments,1.7698,1666629
2026-09-21 15:29,JUNIPER,4991.396,smallcap,services,hotels,-0.6285,164455
2026-09-21 15:29,AGI,4820.2784,smallcap,industrials,packaging,9.9725,1015912
2026-09-21 15:29,SANATHAN,4058.5692,smallcap,textiles,textiles - cotton/blended,-0.1976,51399
2026-09-21 15:29,HARSHA,4010.0376,smallcap,industrials,engineering,6.2323,776655
2026-09-21 15:29,ASHIANA,3566.1193,smallcap,realty,construction,14.3199,1011498
2026-09-21 15:29,DPABHUSHAN,3306.1677,smallcap,consumer discretionary,diamond cutting / jewellery,-1.7745,17753
2026-09-21 15:29,JASH,3293.3407,smallcap,industrials,engineering,10.5056,14684581
2026-09-21 15:29,BOROLTD,3099.8309,smallcap,building materials,glass & glass products,0.7446,101036
2026-09-21 15:29,BUILDPRO,3040.3805,smallcap,services,trading,2.0896,63580
2026-09-21 15:29,HIKAL,2787.0902,smallcap,healthcare,pharmaceuticals - indian - bulk drugs,1.3759,555365
2026-09-21 15:29,SUNDROP,2500.8092,smallcap,fmcg,food - processing - indian,6.7154,220799
2026-09-21 15:29,GOCLCORP,2211.4288,smallcap,miscellaneous,diversified - medium / small,1.6476,695358
2026-09-21 15:29,JAYKAY,2178.1392,smallcap,aerospace & defence,engineering,12.1905,4432715
2026-09-21 15:29,TARSONS,1628.6443,smallcap,healthcare,miscellaneous,11.4995,5943251
2026-09-21 15:29,GANDHITUBE,1092.7078,smallcap,metals & mining,steel - medium / small,1.1232,4655
2026-09-21 15:29,ARIS,1090.5573,smallcap,services,trading,6.5702,3954422
2026-09-21 15:29,RSWM,1038.1211,smallcap,textiles,textiles - cotton/blended,4.9909,334017
2026-09-21 15:29,PRIMESECU,1007.5185,smallcap,financials,finance & investments,0.6232,107501
2026-09-21 15:29,DHARMAJ,933.3123,smallcap,chemicals,pesticides / agrochemicals - indian,1.8468,59080
2026-09-21 15:29,SRHHYPOLTD,897.8918,smallcap,chemicals,chemicals,19.9962,292484
2026-09-21 15:29,SUDARCOLOR,876.1851,smallcap,chemicals,dyes and pigments,5.9009,13352
2026-09-21 15:29,GEECEE,777.6026,smallcap,financials,finance & investments,1.1564,1834
2026-09-21 15:29,20MICRONS,734.9473,smallcap,metals & mining,mining / minerals / metals,5.6847,561790
2026-09-21 15:29,KILITCH,669.3391,smallcap,healthcare,pharmaceuticals - indian - formulations,4.9987,46481
2026-09-21 15:29,VGL,341.4805,smallcap,textiles,textiles - cotton/blended,4.1648,478309
2026-09-21 15:29,VETO,265.9846,smallcap,industrials,electric equipment,3.3273,365390
2026-09-21 15:29,KHADIM,231.2736,smallcap,consumer discretionary,leather / leather products,1.7165,16792
2026-09-21 15:29,TAINWALCHM,199.5533,smallcap,services,trading,3.0172,30823
2026-09-21 15:29,ARVEE,191.8141,smallcap,chemicals,chemicals,19.9988,60933
2026-09-21 15:29,HINDCON,121.8849,smallcap,chemicals,chemicals,2.646,60207
2026-09-21 15:29,OBCL,120.2141,smallcap,transportation,miscellaneous,3.0691,8699
2026-09-21 15:29,GATECH,116.6352,smallcap,i.t,computers - software - medium / small,4.1096,4762960
2026-09-21 15:29,ALKALI,89.2598,smallcap,chemicals,chemicals,12.5143,644643
2026-09-21 15:29,AKI,63.0588,smallcap,consumer discretionary,leather / leather products,4.91,91574
2026-09-21 15:29,LIBAS,31.8769,smallcap,fmcg,food - processing - indian,5.7025,230732
2026-09-21 15:29,ANKITMETAL,24.4121,smallcap,metals & mining,steel - medium / small,1.7341,13474
