Date,Symbol,% change
2026-09-11 15:29,BODALCHEM,107.9363
2026-09-11 15:29,TBZ,83.8924
2026-09-11 15:29,GENESYS,72.3943
2026-09-11 15:29,XTRANET,61.8105
2026-09-11 15:29,NOVARTIND,59.1865
2026-09-11 15:29,RAYMOND,58.6207
2026-09-11 15:29,OAL,57.1935
2026-09-11 15:29,SETL,49.8799
2026-09-11 15:29,MILKYMIST,48.8711
2026-09-11 15:29,JINDWORLD,48.1232
2026-09-11 15:29,MVELECTRO,45.3839
2026-09-11 15:29,BIRLACABLE,44.7786
2026-09-11 15:29,STLNETWORK,42.9129
2026-09-11 15:29,WHEELS,42.827
2026-09-11 15:29,ANTELOPUS,42.6595
2026-09-11 15:29,BHAGERIA,41.9648
2026-09-11 15:29,SPECTRUM,40.9551
2026-09-11 15:29,INDORAMA,38.1568
2026-09-11 15:29,LALITHAA,36.2905
2026-09-11 15:29,STLTECH,36.2794
2026-09-11 15:29,VALIANTORG,35.3021
2026-09-11 15:29,MANAKSTEEL,34.9394
2026-09-11 15:29,SREEL,33.4628
2026-09-11 15:29,PVP,33.4019
2026-09-11 15:29,SHIVALIK,33.3419
2026-09-11 15:29,GMMPFAUDLR,32.2046
2026-09-11 15:29,SMSPHARMA,30.8811
2026-09-11 15:29,VENUSPIPES,30.3038
2026-09-11 15:29,SHANTIGEAR,30.2277
2026-09-11 15:29,MVGJL,30.1999
2026-09-11 15:29,TECHNOCRAF,29.4145
2026-09-11 15:29,HLEGLAS,28.9381
2026-09-11 15:29,SAKAR,28.7993
2026-09-11 15:29,BIL,28.4338
2026-09-11 15:29,PINELABS,28.3293
2026-09-11 15:29,RMDRIP,27.9196
2026-09-11 15:29,BLISSGVS,27.6244
2026-09-11 15:29,SYSTMTXC,27.2903
2026-09-11 15:29,VALIANTLAB,27.2483
2026-09-11 15:29,MODISONLTD,26.7767
2026-09-11 15:29,PROZONER,26.7498
2026-09-11 15:29,INDNIPPON,26.704
2026-09-11 15:29,SMLMAH,26.4988
2026-09-11 15:29,RAMBHAJO,26.4879
2026-09-11 15:29,SIGMAADV,26.1766
2026-09-11 15:29,ASIANHOTNR,25.8054
2026-09-11 15:29,SSWL,25.772
2026-09-11 15:29,CENTUM,24.7805
2026-09-11 15:29,MUKKA,24.6899
2026-09-11 15:29,SIGACHI,24.4014
2026-09-11 15:29,ELANTAS,24.1754
2026-09-11 15:29,RADHIKAJWE,23.6956
2026-09-11 15:29,CONFIPET,23.6762
2026-09-11 15:29,TAALTECH,23.1275
2026-09-11 15:29,CYIENTDLM,22.9055
2026-09-11 15:29,KLBRENG-B,22.2417
2026-09-11 15:29,OMAXE,21.8237
2026-09-11 15:29,FEDDERSHOL,21.8232
2026-09-11 15:29,MOREPENLAB,21.5921
2026-09-11 15:29,SBC,21.3712
2026-09-11 15:29,WELENT,21.3459
2026-09-11 15:29,KOPRAN,21.3431
2026-09-11 15:29,PAISALO,21.2291
2026-09-11 15:29,NRAIL,21.0293
2026-09-11 15:29,LOTUSDEV,20.9304
2026-09-11 15:29,ANDHRAPAP,20.6579
2026-09-11 15:29,MANINDS,20.6099
2026-09-11 15:29,IONEXCHANG,20.4269
2026-09-11 15:29,RBZJEWEL,20.4217
2026-09-11 15:29,ANUHPHR,20.3349
2026-09-11 15:29,UNIVPHOTO,20.2739
2026-09-11 15:29,UEL,20.0209
2026-09-11 15:29,INDOCO,19.9963
2026-09-11 15:29,KSHINTL,19.6077
2026-09-11 15:29,YUKEN,19.3602
2026-09-11 15:29,MMP,19.2464
2026-09-11 15:29,STAR,19.1023
2026-09-11 15:29,SOLARA,19.0828
2026-09-11 15:29,ENTERO,18.6691
2026-09-11 15:29,RISHABH,18.5905
2026-09-11 15:29,BAFNAPH,18.4247
2026-09-11 15:29,SPLPETRO,18.3613
2026-09-11 15:29,KABRAEXTRU,18.3358
2026-09-11 15:29,CEIGALL,18.0816
2026-09-11 15:29,ASTEC,18.0698
2026-09-11 15:29,GLOBAL,18.0558
2026-09-11 15:29,GODREJAGRO,18.0009
2026-09-11 15:29,VINDHYATEL,17.7985
2026-09-11 15:29,INDSWFTLAB,17.7468
2026-09-11 15:29,ARROWGREEN,17.6982
2026-09-11 15:29,AXISCADES,17.6569
2026-09-11 15:29,HINDOILEXP,17.5403
